14.666667,11.250000,10.194444,9.583333
22.166667,17.421875,16.617188,15.867188
29.476190,24.803571,23.622130,22.732568
36.833333,25.500000,23.460905,22.110211
36.666667,30.335856,29.395518,28.694692
8.166667,5.833333,4.833333,4.500000
50.150000,44.610858,42.890422,20.920486
29.833333,22.880208,21.892187,23.421326
31.250000,25.442200,24.517944,8.989583
48.452381,41.624058,36.967454,12.276042
13.833333,10.520833,9.729167,17.125868
18.166667,13.666667,12.911458,19.801172
23.500000,19.057292,18.023438,27.634515
26.650000,21.566406,20.533594,18.447591
36.044872,30.273237,28.613081,21.774359
25.916667,20.463542,19.431315,22.187760
29.871795,24.022756,22.678526,23.866536
28.341667,23.905078,22.862305,10.125000
58.292208,50.924844,24.592122,17.845988
30.250000,25.854980,11.006944,5.944444
16.333333,12.430556,18.880247,10.625000
23.833333,20.682716,37.734785,13.746914
60.106061,52.654232,6.611111,27.779102
58.555556,50.489113,11.604167,2.916667
44.633333,38.882341,14.580247,23.860460
9.666667,7.333333,28.427181,0.000000
16.833333,12.805556,3.666667,0.000000
19.333333,15.861111,31.442176,26.197958
74.314286,66.217366,24.960829,16.796875
35.566667,29.383659,0.000000,23.095486
7.666667,5.000000,0.000000,20.425673
43.352941,33.752987,37.278544,11.305556
31.000000,25.823893,27.311987,27.170736
60.433333,53.388541,17.523727,9.680556
0.000000,0.000000,23.863905,14.130208
3.333333,1.333333,20.943251,19.768490
45.433333,38.534245,31.992405,23.658073
33.238095,28.618502,12.263889,23.437734
22.833333,19.078704,28.252970,22.209505
28.111111,24.653320,40.464983,13.666667
27.833333,22.603299,10.666667,20.390625
39.166667,32.968216,15.110677,3.166667
17.666667,13.250000,20.413542,13.934028
35.666667,29.166504,24.210026,19.072917
48.375000,41.232857,33.492114,20.754557
14.833333,11.916667,24.299961,3.166667
21.166667,15.937500,22.885156,6.000000
27.966667,22.130729,14.345052,14.307292
31.033333,25.415625,21.180556,15.876953
40.200000,34.783247,33.905828,17.542101
29.476190,25.353450,3.666667,14.885204
28.900000,24.241536,39.493817,13.033854
19.333333,15.638021,14.395833,17.511574
28.111111,22.851562,20.511719,27.477828
41.333333,34.315947,22.003255,22.427399
59.266667,51.474855,3.666667,21.363426
7.666667,4.666667,6.500000,20.147955
48.111111,41.067717,15.328125,10.183333
19.666667,15.336806,16.644531,19.109375
28.666667,23.042535,18.649306,19.255534
28.666667,23.389323,15.451531,1.333333
7.666667,4.666667,14.001302,6.500000
12.000000,7.500000,18.176505,18.037109
21.500000,17.432292,28.270797,24.747437
22.750000,17.285156,32.990587,22.551432
24.333333,19.793837,23.258207,16.656250
21.265306,16.640306,22.013657,18.280864
19.041667,14.837240,20.677855,21.242513
23.666667,19.278356,35.631989,19.383681
35.166667,29.060872,10.758333,25.691109
38.952381,34.352056,20.053385,27.542477
28.303030,24.723485,19.873047,25.701172
26.716667,23.274537,38.466780,
53.729692,49.329912,2.000000,
26.166667,22.112076,7.625000,
43.444444,36.663194,18.513672,
16.933333,12.658333,25.110067,
27.611111,22.869792,23.851562,
27.166667,20.949870,17.659722,
47.666667,39.633006,19.114198,
4.333333,3.000000,34.004342,
14.000000,8.750000,22.243164,
26.750000,22.083984,20.672454,
31.958333,26.630737,26.789658,
31.333333,24.653646,28.453212,
23.333333,19.194444,26.592773,
22.944444,20.418467,,
41.233333,35.395133,,
30.333333,24.079427,,
27.083333,22.460069,,
34.090476,28.032106,,
36.333333,30.495139,,
56.388889,48.728058,,
33.333333,27.887153,,
