14.666667,11.250000,10.194444,9.583333
22.166667,17.421875,16.617188,15.867188
29.476190,24.803571,23.622130,22.732568
36.833333,25.500000,23.460905,22.110211
36.666667,30.335856,29.395518,28.694692
8.166667,5.833333,4.833333,4.500000
50.150000,44.610858,42.890422,20.920486
29.833333,22.880208,21.892187,23.421326
31.250000,25.442200,24.517944,35.209810
48.452381,41.624058,36.967454,8.989583
13.833333,10.520833,9.729167,12.276042
18.166667,13.666667,12.911458,17.125868
23.500000,19.057292,18.023438,19.801172
26.650000,21.566406,20.533594,27.634515
36.044872,30.273237,28.613081,18.447591
25.916667,20.463542,19.431315,21.774359
29.871795,24.022756,22.678526,22.187760
28.341667,23.905078,22.862305,23.866536
58.292208,50.924844,24.592122,10.125000
30.250000,25.854980,11.006944,17.845988
16.333333,12.430556,18.880247,5.944444
23.833333,20.682716,37.734785,10.625000
60.106061,52.654232,6.611111,13.746914
58.555556,50.489113,11.604167,27.779102
44.633333,38.882341,14.580247,2.916667
9.666667,7.333333,28.427181,30.313930
16.833333,12.805556,3.666667,23.860460
19.333333,15.861111,31.442176,0.000000
74.314286,66.217366,24.960829,0.000000
35.566667,29.383659,0.000000,36.270715
7.666667,5.000000,0.000000,26.197958
43.352941,33.752987,37.278544,16.796875
31.000000,25.823893,27.311987,23.095486
60.433333,53.388541,17.523727,20.425673
0.000000,0.000000,23.863905,31.051003
3.333333,1.333333,20.943251,11.305556
45.433333,38.534245,31.992405,27.170736
33.238095,28.618502,12.263889,39.739307
22.833333,19.078704,28.252970,9.680556
28.111111,24.653320,40.464983,14.130208
27.833333,22.603299,10.666667,19.768490
39.166667,32.968216,15.110677,23.658073
17.666667,13.250000,20.413542,23.437734
35.666667,29.166504,24.210026,22.209505
48.375000,41.232857,33.492114,13.666667
14.833333,11.916667,24.299961,20.390625
21.166667,15.937500,22.885156,33.262554
27.966667,22.130729,14.345052,3.166667
31.033333,25.415625,21.180556,38.331326
40.200000,34.783247,33.905828,13.934028
29.476190,25.353450,3.666667,19.072917
28.900000,24.241536,39.493817,20.754557
19.333333,15.638021,14.395833,3.166667
28.111111,22.851562,20.511719,6.000000
41.333333,34.315947,22.003255,14.307292
59.266667,51.474855,3.666667,15.876953
7.666667,4.666667,6.500000,17.542101
48.111111,41.067717,15.328125,14.885204
19.666667,15.336806,16.644531,13.033854
28.666667,23.042535,18.649306,17.511574
28.666667,23.389323,15.451531,27.477828
7.666667,4.666667,14.001302,31.786619
12.000000,7.500000,18.176505,22.427399
21.500000,17.432292,28.270797,21.363426
22.750000,17.285156,32.990587,20.147955
24.333333,19.793837,23.258207,34.981526
21.265306,16.640306,22.013657,10.183333
19.041667,14.837240,20.677855,19.109375
23.666667,19.278356,35.631989,19.255534
35.166667,29.060872,10.758333,37.644141
38.952381,34.352056,20.053385,1.333333
28.303030,24.723485,19.873047,6.500000
26.716667,23.274537,38.466780,18.037109
53.729692,49.329912,2.000000,24.747437
26.166667,22.112076,7.625000,22.551432
43.444444,36.663194,18.513672,16.656250
16.933333,12.658333,25.110067,18.280864
27.611111,22.869792,23.851562,33.116187
27.166667,20.949870,17.659722,21.242513
47.666667,39.633006,19.114198,19.383681
4.333333,3.000000,34.004342,25.691109
14.000000,8.750000,22.243164,27.542477
26.750000,22.083984,20.672454,25.701172
31.958333,26.630737,26.789658,
31.333333,24.653646,28.453212,
23.333333,19.194444,46.778701,
22.944444,20.418467,26.592773,
41.233333,35.395133,,
30.333333,24.079427,,
27.083333,22.460069,,
34.090476,28.032106,,
36.333333,30.495139,,
56.388889,48.728058,,
33.333333,27.887153,,
