31.0,25.4,22.0,20.0
42.0,34.0,30.4,27.2
59.4,49.6,44.2,41.8
74.0,56.4,59.8,52.6
71.0,56.8,54.8,50.0
15.6,12.4,11.0,10.4
58.8,48.7,44.6,40.2
58.8,50.0,45.8,42.8
116.6,88.1,84.0,81.6
96.4,82.2,76.4,71.8
26.0,21.0,18.4,17.6
37.0,29.2,26.0,23.4
48.6,38.4,34.6,34.0
53.0,40.8,38.1,35.4
70.2,59.0,56.0,54.4
61.4,50.2,44.4,40.8
50.1,41.5,36.9,36.0
57.0,48.8,45.6,43.8
33.7,27.0,24.2,21.0
46.8,40.7,37.9,35.4
85.4,70.9,67.9,63.9
113.7,96.7,90.1,87.3
16.0,13.4,12.2,12.0
33.8,25.2,22.8,20.9
40.0,31.8,28.6,27.0
71.2,57.4,53.3,50.7
153.0,129.0,48.9,46.2
6.0,5.2,68.3,61.9
61.8,51.9,33.2,31.2
88.9,72.1,47.3,45.0
44.8,36.8,40.2,39.3
54.6,50.0,57.1,51.9
54.0,45.5,23.4,21.0
76.4,60.2,23.8,22.2
30.2,26.0,29.1,27.4
35.0,27.2,54.1,51.2
42.4,32.2,72.4,68.9
74.8,59.2,44.5,43.5
94.2,75.9,39.7,39.6
63.6,51.8,46.6,43.8
55.6,43.3,45.3,43.2
61.6,50.4,61.8,59.1
57.8,48.9,58.4,56.8
78.1,69.5,49.2,46.2
79.0,62.5,65.8,63.1
62.0,52.0,10.4,8.4
89.4,70.5,27.0,25.0
15.6,11.0,42.2,38.0
39.6,31.2,44.0,39.9
57.0,48.6,73.1,67.9
57.6,48.3,9.8,8.4
95.7,78.5,15.0,13.6
15.6,10.8,32.0,29.0
24.0,18.4,34.6,31.4
43.8,35.4,31.1,32.2
46.8,37.2,27.4,27.1
42.8,35.4,27.2,26.0
38.6,32.4,33.2,32.4
38.0,30.8,52.6,48.6
46.2,35.8,59.6,57.7
70.4,55.0,24.7,22.5
77.8,65.4,37.2,37.0
33.1,27.2,39.3,38.2
53.6,41.8,73.0,68.7
53.0,42.9,4.4,4.6
97.4,75.7,17.0,15.2
8.0,6.0,40.8,37.2
28.0,19.4,46.8,43.6
57.4,44.2,41.4,41.
63.4,51.2,37.0,34.6
62.6,46.4,37.2,35.5
48.8,40.0,40.9,40.0
43.8,39.9,66.0,62.2
60.6,47.2,62.5,58.9
87.2,72.4,46.0,44.8
82.2,66.2,51.1,46.0
57.0,49.4,49.2,46.2
69.0,56.9,52.8,50.5
61.0,50.3,85.9,80.9
69.6,57.9,,
109.2,92.5,,
